Rk,Squad,Comp,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
49, Mallorca,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
50, Manchester City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
51, Manchester Utd,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
52, Marseille,fr Ligue 1,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
53, Milan,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
54, Montpellier,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
55, Nancy,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
56, Napoli,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
57, Newcastle Utd,eng Premier League,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
58, Nice,fr Ligue 1,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
59, Norwich City,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
60, Nürnberg,de Bundesliga,25,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
61, Osasuna,es La Liga,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
62, Palermo,it Serie A,36,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
63, Paris S-G,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
64, Parma,it Serie A,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
65, Pescara,it Serie A,39,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
66, QPR,eng Premier League,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
67, Rayo Vallecano,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
68, Reading,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
69, Real Madrid,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
70, Real Sociedad,es La Liga,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
71, Reims,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
72, Rennes,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
73, Roma,it Serie A,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
74, Saint-Étienne,fr Ligue 1,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
75, Sampdoria,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
76, Schalke 04,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
77, Sevilla,es La Liga,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
78, Siena,it Serie A,37,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
79, Sochaux,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
80, Southampton,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
81, Stoke City,eng Premier League,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
82, Stuttgart,de Bundesliga,27,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
83, Sunderland,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
84, Swansea City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
85, Torino,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
86, Tottenham,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
87, Toulouse,fr Ligue 1,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
88, Troyes,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
89, Udinese,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
90, Valencia,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
91, Valenciennes,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
92, Valladolid,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
93, Werder Bremen,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
94, West Brom,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
95, West Ham,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
96, Wigan Athletic,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
97, Wolfsburg,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
98, Zaragoza,es La Liga,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1, Alavés,es La Liga,30,38.0,702,464,364,265,73,267,663,40.3,396,407,133,274,498,1200,981,11
2, Amiens,fr Ligue 1,30,38.0,658,445,336,252,70,243,623,39.0,380,444,164,280,523,1181,1128,20
3, Angers,fr Ligue 1,27,38.0,661,427,350,240,71,244,766,31.9,522,402,79,323,410,1071,853,14
4, Arsenal,eng Premier League,30,38.0,623,425,312,227,84,218,581,37.5,363,372,103,269,427,1050,879,33
5, Atalanta,it Serie A,25,38.0,725,488,334,313,78,272,650,41.8,378,430,107,323,476,1201,820,11
6, Athletic Club,es La Liga,26,38.0,739,486,359,304,76,296,735,40.3,439,432,103,329,465,1204,820,9
7, Atlético Madrid,es La Liga,26,38.0,917,614,442,372,103,377,847,44.5,470,462,129,333,513,1430,885,4
8, Augsburg,de Bundesliga,27,34.0,723,543,361,292,70,364,603,60.4,239,400,107,293,400,1123,835,15
9, Barcelona,es La Liga,25,38.0,629,413,281,262,86,229,552,41.5,323,366,103,263,424,1053,525,10
10, Bayern Munich,de Bundesliga,28,34.0,609,467,269,248,92,308,549,56.1,241,313,75,238,355,964,399,11
11, Benevento,it Serie A,41,38.0,581,409,320,206,55,191,551,34.7,360,398,140,258,449,1030,925,25
12, Betis,es La Liga,29,38.0,635,424,319,252,64,213,537,39.7,324,356,95,261,427,1062,869,17
13, Bologna,it Serie A,30,38.0,661,456,356,257,48,231,588,39.3,357,488,127,361,462,1123,1121,14
14, Bordeaux,fr Ligue 1,31,38.0,699,459,311,322,66,246,682,36.1,436,355,110,245,464,1163,855,13
15, Bournemouth,eng Premier League,22,38.0,509,324,272,187,50,198,525,37.7,327,453,160,293,367,876,1129,25
16, Brighton,eng Premier League,24,38.0,599,380,360,205,34,205,642,31.9,437,430,190,240,449,1048,1182,18
17, Burnley,eng Premier League,24,38.0,533,355,272,217,44,204,553,36.9,349,457,191,266,400,933,1300,8
18, Caen,fr Ligue 1,26,38.0,733,478,369,295,69,276,747,36.9,471,450,97,353,476,1209,961,12
19, Cagliari,it Serie A,29,38.0,640,447,323,239,78,214,559,38.3,345,425,126,299,431,1071,1018,4
20, Celta Vigo,es La Liga,23,38.0,589,420,304,232,53,218,556,39.2,338,327,101,226,497,1086,780,10
21, Chelsea,eng Premier League,26,38.0,636,426,321,251,64,208,550,37.8,342,365,107,258,424,1060,842,24
22, Chievo,it Serie A,25,38.0,543,367,273,199,71,208,566,36.7,358,443,158,285,444,987,1140,14
23, Crotone,it Serie A,29,38.0,697,440,365,255,77,222,613,36.2,391,449,119,330,578,1275,1233,10
24, Crystal Palace,eng Premier League,28,38.0,686,447,393,237,56,260,666,39.0,406,466,117,349,552,1238,1110,22
25, Dijon,fr Ligue 1,26,38.0,685,462,363,264,58,250,687,36.4,437,385,118,267,544,1229,977,20
26, Dortmund,de Bundesliga,30,34.0,695,510,305,307,83,346,602,57.5,256,390,73,317,336,1031,657,17
27, Eibar,es La Liga,27,38.0,643,436,271,282,90,258,613,42.1,355,349,53,296,554,1197,712,9
28, Eint Frankfurt,de Bundesliga,28,34.0,623,483,271,295,57,289,541,53.4,252,465,101,364,409,1032,918,8
29, Espanyol,es La Liga,25,38.0,716,500,357,278,81,271,700,38.7,429,362,116,246,515,1231,902,9
30, Everton,eng Premier League,30,38.0,644,447,360,206,78,223,612,36.4,389,426,160,266,514,1158,1308,22
31, Fiorentina,it Serie A,27,38.0,742,497,362,284,96,267,656,40.7,389,438,75,363,489,1231,983,17
32, Freiburg,de Bundesliga,29,34.0,639,465,300,289,50,284,551,51.5,267,421,117,304,392,1031,802,6
33, Genoa,it Serie A,33,38.0,551,395,281,223,47,191,524,36.5,333,412,119,293,394,945,950,11
34, Getafe,es La Liga,32,38.0,715,491,369,267,79,276,732,37.7,456,350,69,281,487,1202,899,5
35, Girona,es La Liga,25,38.0,611,403,299,254,58,240,606,39.6,366,329,84,245,490,1101,858,6
36, Guingamp,fr Ligue 1,23,38.0,640,437,310,271,59,228,672,33.9,444,368,121,247,475,1115,976,15
37, Hamburger SV,de Bundesliga,29,34.0,729,543,346,313,70,331,641,51.6,310,496,112,384,367,1096,768,16
38, Hannover 96,de Bundesliga,26,34.0,668,490,346,269,53,353,661,53.4,308,474,134,340,382,1050,962,19
39, Hellas Verona,it Serie A,32,38.0,664,459,351,245,68,213,603,35.3,390,425,146,279,541,1205,1113,24
40, Hertha BSC,de Bundesliga,25,34.0,655,488,325,268,62,313,515,60.8,202,436,91,345,386,1041,876,13
41, Hoffenheim,de Bundesliga,26,34.0,688,516,325,300,63,320,571,56.0,251,440,98,342,345,1033,648,15
42, Huddersfield,eng Premier League,25,38.0,743,502,354,306,83,249,630,39.5,381,453,118,335,518,1261,1129,22
43, Inter,it Serie A,22,38.0,632,435,318,252,62,237,612,38.7,375,349,109,240,402,1034,804,11
44, Juventus,it Serie A,24,38.0,517,359,234,204,79,155,447,34.7,292,312,77,235,421,938,747,17
45, Köln,de Bundesliga,31,34.0,678,502,363,274,41,337,635,53.1,298,421,106,315,389,1067,832,17
46, La Coruña,es La Liga,32,38.0,728,500,386,282,60,292,679,43.0,387,391,113,278,484,1212,942,13
47, Las Palmas,es La Liga,36,38.0,654,433,325,269,60,268,647,41.4,379,367,112,255,508,1162,713,21
48, Lazio,it Serie A,24,38.0,677,450,299,298,80,223,632,35.3,409,410,107,303,494,1171,789,12
49, Leganés,es La Liga,28,38.0,721,483,350,307,64,323,697,46.3,374,361,87,274,583,1304,777,9
50, Leicester City,eng Premier League,27,38.0,630,417,332,249,49,208,616,33.8,408,465,130,335,414,1044,1007,17
51, Levante,es La Liga,33,38.0,616,414,328,222,66,239,625,38.2,386,395,127,268,477,1093,811,9
52, Leverkusen,de Bundesliga,24,34.0,645,482,292,291,62,325,560,58.0,235,480,83,397,390,1035,621,9
53, Lille,fr Ligue 1,25,38.0,681,453,364,261,56,229,606,37.8,377,378,108,270,492,1173,776,21
54, Liverpool,eng Premier League,27,38.0,637,450,265,285,87,196,521,37.6,325,388,71,317,379,1016,788,12
55, Lyon,fr Ligue 1,26,38.0,639,411,283,285,71,207,573,36.1,366,352,101,251,450,1089,863,18
56, M'Gladbach,de Bundesliga,27,34.0,674,488,326,277,71,343,598,57.4,255,466,108,358,384,1058,719,17
57, Mainz 05,de Bundesliga,27,34.0,699,522,339,277,83,353,625,56.5,272,502,107,395,402,1101,796,15
58, Málaga,es La Liga,37,38.0,745,509,383,276,86,272,707,38.5,435,362,101,261,497,1242,890,3
59, Manchester City,eng Premier League,25,38.0,563,381,257,215,91,195,561,34.8,366,328,53,275,346,909,620,19
60, Manchester Utd,eng Premier League,27,38.0,564,369,275,218,71,173,555,31.2,382,382,112,270,481,1045,926,20
61, Marseille,fr Ligue 1,26,38.0,757,505,331,340,86,291,755,38.5,464,392,102,290,448,1205,797,17
62, Metz,fr Ligue 1,36,38.0,707,458,359,281,67,252,682,37.0,430,375,94,281,511,1218,848,12
63, Milan,it Serie A,23,38.0,533,376,244,214,75,181,466,38.8,285,422,103,319,354,887,855,20
64, Monaco,fr Ligue 1,32,38.0,719,433,283,347,89,263,700,37.6,437,394,107,287,497,1216,1000,9
65, Montpellier,fr Ligue 1,23,38.0,680,450,307,303,70,229,589,38.9,360,343,97,246,499,1179,879,16
66, Nantes,fr Ligue 1,30,38.0,756,510,383,302,71,272,662,41.1,390,495,138,357,426,1182,1052,14
67, Napoli,it Serie A,23,38.0,599,407,208,308,83,221,581,38.0,360,403,67,336,341,940,565,16
68, Newcastle Utd,eng Premier League,27,38.0,645,426,338,255,52,221,638,34.6,417,475,117,358,441,1086,1219,17
69, Nice,fr Ligue 1,31,38.0,588,398,327,215,46,230,572,40.2,342,369,115,254,437,1025,687,32
70, Paris S-G,fr Ligue 1,28,38.0,646,435,285,264,97,213,594,35.9,381,322,97,225,329,975,620,19
71, RB Leipzig,de Bundesliga,23,34.0,698,509,318,309,71,342,617,55.4,275,471,76,395,397,1095,822,10
72, Real Madrid,es La Liga,24,38.0,687,470,317,275,95,252,621,40.6,369,362,83,279,424,1111,536,16
73, Real Sociedad,es La Liga,27,38.0,547,374,249,228,70,227,536,42.4,309,367,91,276,446,993,665,6
74, Rennes,fr Ligue 1,28,38.0,656,409,295,277,84,263,747,35.2,484,408,89,319,415,1071,1012,19
75, Roma,it Serie A,27,38.0,548,384,251,212,85,183,470,38.9,287,320,104,216,477,1025,821,19
76, Saint-Étienne,fr Ligue 1,30,38.0,679,447,364,253,62,243,680,35.7,437,400,121,279,401,1080,965,16
77, Sampdoria,it Serie A,27,38.0,624,423,254,274,96,223,600,37.2,377,505,117,388,335,959,856,25
78, Sassuolo,it Serie A,28,38.0,568,375,294,208,66,204,594,34.3,390,396,98,298,506,1074,1085,16
79, Schalke 04,de Bundesliga,24,34.0,720,534,335,325,60,332,628,52.9,296,483,89,394,498,1218,773,15
80, Sevilla,es La Liga,31,38.0,768,535,354,325,89,296,685,43.2,389,419,114,305,409,1177,849,17
81, Southampton,eng Premier League,26,38.0,658,454,342,250,66,244,605,40.3,361,455,128,327,462,1120,1034,25
82, SPAL,it Serie A,29,38.0,586,414,308,217,61,209,539,38.8,330,389,145,244,527,1113,1111,11
83, Stoke City,eng Premier League,30,38.0,678,437,370,252,56,228,600,38.0,372,424,142,282,461,1139,1265,20
84, Strasbourg,fr Ligue 1,25,38.0,750,490,388,298,64,243,661,36.8,418,360,91,269,515,1265,879,20
85, Stuttgart,de Bundesliga,26,34.0,696,496,332,299,65,328,560,58.6,232,439,107,332,414,1110,814,17
86, Swansea City,eng Premier League,26,38.0,610,417,286,241,83,221,550,40.2,329,411,124,287,390,1000,1019,21
87, Torino,it Serie A,27,38.0,609,405,295,256,58,182,465,39.1,283,380,112,268,421,1030,960,15
88, Tottenham,eng Premier League,25,38.0,618,399,272,259,87,212,537,39.5,325,360,74,286,380,998,878,22
89, Toulouse,fr Ligue 1,25,38.0,699,465,349,275,75,254,662,38.4,408,392,101,291,479,1178,928,18
90, Troyes,fr Ligue 1,25,38.0,657,410,365,221,71,225,673,33.4,448,383,129,254,437,1094,1094,18
91, Udinese,it Serie A,27,38.0,618,415,321,240,57,224,565,39.6,341,482,154,328,459,1077,992,13
92, Valencia,es La Liga,25,38.0,745,492,407,267,71,309,692,44.7,383,416,108,308,459,1204,910,9
93, Villarreal,es La Liga,32,38.0,711,466,356,278,77,277,700,39.6,423,447,131,316,427,1138,1023,7
94, Watford,eng Premier League,29,38.0,668,432,337,263,68,237,609,38.9,372,359,98,261,467,1135,997,17
95, Werder Bremen,de Bundesliga,25,34.0,600,435,288,264,48,294,528,55.7,234,353,77,276,421,1021,738,18
96, West Brom,eng Premier League,24,38.0,603,385,336,204,63,218,625,34.9,407,420,148,272,470,1073,1087,9
97, West Ham,eng Premier League,27,38.0,621,410,327,238,56,235,620,37.9,385,437,154,283,482,1103,1085,17
98, Wolfsburg,de Bundesliga,29,34.0,589,430,329,213,47,306,546,56.0,240,420,119,301,403,992,730,12
1, Alavés,es La Liga,32,38.0,579,346,261,265,53,255,619,41.2,364,385,114,271,392,971,766,7
2, Amiens,fr Ligue 1,27,28.0,425,238,194,184,47,201,510,39.4,309,280,87,193,300,725,615,17
3, Angers,fr Ligue 1,26,28.0,439,279,206,178,55,177,452,39.2,275,229,51,178,267,706,513,8
4, Arsenal,eng Premier League,29,38.0,584,336,296,217,71,249,612,40.7,363,398,141,257,351,935,754,18
5, Aston Villa,eng Premier League,28,38.0,523,291,285,174,64,223,597,37.4,374,456,184,272,423,946,928,26
6, Atalanta,it Serie A,30,38.0,627,351,252,278,97,263,643,40.9,380,396,111,285,418,1045,532,12
7, Athletic Club,es La Liga,26,38.0,533,324,262,204,67,217,613,35.4,396,339,92,247,373,906,755,7
8, Atlético Madrid,es La Liga,30,38.0,658,406,293,272,93,283,640,44.2,357,380,108,272,412,1070,729,18
9, Augsburg,de Bundesliga,28,34.0,534,314,271,215,48,220,563,39.1,343,362,123,239,434,968,778,8
10, Barcelona,es La Liga,28,38.0,536,323,216,223,97,211,501,42.1,290,313,87,226,342,878,529,16
11, Bayern Munich,de Bundesliga,29,34.0,500,293,180,222,98,211,503,41.9,292,290,79,211,342,842,382,9
12, Betis,es La Liga,27,38.0,501,299,276,173,52,221,511,43.2,290,336,119,217,302,803,682,8
13, Bologna,it Serie A,31,38.0,575,338,270,238,67,226,619,36.5,393,390,125,265,412,987,667,13
14, Bordeaux,fr Ligue 1,26,28.0,483,284,232,206,45,230,595,38.7,365,237,89,148,302,785,575,13
15, Bournemouth,eng Premier League,27,38.0,507,299,254,206,47,207,567,36.5,360,439,160,279,475,982,1008,16
16, Brescia,it Serie A,32,38.0,507,273,256,195,56,226,559,40.4,333,399,170,229,361,868,886,12
17, Brest,fr Ligue 1,24,28.0,484,282,238,186,60,184,472,39.0,288,263,82,181,352,836,537,11
18, Brighton,eng Premier League,25,38.0,641,379,295,269,77,245,642,38.2,397,437,137,300,419,1060,750,15
19, Burnley,eng Premier League,22,38.0,547,344,238,241,68,240,585,41.0,345,450,175,275,387,934,901,15
20, Cagliari,it Serie A,33,38.0,560,338,300,203,57,231,619,37.3,388,445,174,271,337,897,855,13
21, Celta Vigo,es La Liga,30,38.0,589,357,344,193,52,251,615,40.8,364,345,89,256,396,985,807,12
22, Chelsea,eng Premier League,27,38.0,638,362,304,258,76,246,604,40.7,358,361,91,270,459,1097,631,14
23, Crystal Palace,eng Premier League,25,38.0,686,390,367,244,75,316,711,44.4,395,399,135,264,444,1130,856,18
24, Dijon,fr Ligue 1,28,28.0,516,304,259,208,49,239,548,43.6,309,277,100,177,332,848,596,14
25, Dortmund,de Bundesliga,27,34.0,529,329,249,214,66,226,509,44.4,283,353,88,265,375,904,463,10
26, Düsseldorf,de Bundesliga,28,34.0,496,307,244,199,53,200,540,37.0,340,350,105,245,376,872,610,9
27, Eibar,es La Liga,26,38.0,567,338,240,228,99,264,607,43.5,343,332,81,251,430,997,692,8
28, Eint Frankfurt,de Bundesliga,27,34.0,596,377,278,246,72,232,617,37.6,385,403,97,306,376,972,520,5
29, Espanyol,es La Liga,31,38.0,628,364,303,253,72,257,701,36.7,444,380,96,284,360,988,731,17
30, Everton,eng Premier League,24,38.0,671,408,328,262,81,282,672,42.0,390,372,111,261,408,1079,778,13
31, Fiorentina,it Serie A,33,38.0,571,333,300,205,66,213,628,33.9,415,346,98,248,347,918,719,9
32, Freiburg,de Bundesliga,26,34.0,431,252,226,162,43,175,497,35.2,322,401,157,244,354,785,810,18
33, Genoa,it Serie A,34,38.0,551,335,268,210,73,212,589,36.0,377,410,150,260,385,936,775,16
34, Getafe,es La Liga,30,38.0,580,341,235,263,82,235,573,41.0,338,374,60,314,367,947,625,12
35, Granada,es La Liga,27,38.0,584,349,257,257,70,238,570,41.8,332,375,118,257,383,967,750,10
36, Hellas Verona,it Serie A,30,38.0,488,290,237,187,64,203,463,43.8,260,361,173,188,398,886,825,10
37, Hertha BSC,de Bundesliga,32,34.0,555,340,282,221,52,208,521,39.9,313,434,130,304,410,965,794,12
38, Hoffenheim,de Bundesliga,31,34.0,529,309,283,196,50,239,578,41.3,339,384,121,263,349,878,719,9
39, Inter,it Serie A,29,38.0,524,287,228,212,84,196,575,34.1,379,371,120,251,370,894,657,12
40, Juventus,it Serie A,30,38.0,539,318,225,219,95,224,582,38.5,358,374,120,254,370,909,590,14
41, Köln,de Bundesliga,29,34.0,610,414,293,258,59,249,622,40.0,373,397,97,300,435,1045,681,5
42, Lazio,it Serie A,27,38.0,547,311,270,205,72,224,612,36.6,388,404,142,262,378,925,642,9
43, Lecce,it Serie A,30,38.0,525,293,288,192,45,234,628,37.3,394,395,150,245,383,908,793,30
44, Leganés,es La Liga,29,38.0,603,357,317,215,71,254,610,41.6,356,320,73,247,418,1021,687,7
45, Leicester City,eng Premier League,24,38.0,742,432,347,320,75,298,725,41.1,427,420,92,328,423,1165,767,16
46, Levante,es La Liga,29,38.0,507,288,281,173,53,204,532,38.3,328,317,107,210,331,838,763,14
47, Leverkusen,de Bundesliga,24,34.0,557,353,239,244,74,263,600,43.8,337,365,71,294,333,890,496,11
48, Lille,fr Ligue 1,25,28.0,424,237,163,203,58,183,467,39.2,284,263,62,201,278,702,450,9
49, Liverpool,eng Premier League,24,38.0,550,325,195,243,112,217,588,36.9,371,302,68,234,352,902,634,25
50, Lyon,fr Ligue 1,27,28.0,492,304,232,193,67,201,442,45.5,241,241,94,147,311,803,540,7
51, M'Gladbach,de Bundesliga,25,34.0,552,322,254,215,83,228,586,38.9,358,398,106,292,381,933,596,11
52, Mainz 05,de Bundesliga,25,34.0,576,331,280,233,63,225,542,41.5,317,403,110,293,363,939,724,13
53, Mallorca,es La Liga,32,38.0,545,338,280,213,52,227,602,37.7,375,360,117,243,376,921,672,9
54, Manchester City,eng Premier League,24,38.0,514,301,204,210,100,230,605,38.0,375,292,66,226,352,866,495,21
55, Manchester Utd,eng Premier League,29,38.0,579,333,267,231,81,254,634,40.1,380,360,99,261,379,958,703,14
56, Marseille,fr Ligue 1,23,28.0,564,325,246,246,72,235,560,42.0,325,264,58,206,312,876,533,9
57, Metz,fr Ligue 1,24,28.0,526,337,295,186,45,213,475,44.8,262,293,97,196,312,838,635,5
58, Milan,it Serie A,32,38.0,581,345,270,237,74,234,620,37.7,386,353,106,247,419,1000,652,19
59, Monaco,fr Ligue 1,28,28.0,504,307,231,221,52,235,556,42.3,321,249,70,179,281,785,495,15
60, Montpellier,fr Ligue 1,27,28.0,449,286,215,190,44,217,570,38.1,353,220,83,137,308,757,520,7
61, Nantes,fr Ligue 1,29,28.0,548,347,245,249,54,265,550,48.2,285,217,72,145,305,853,512,4
62, Napoli,it Serie A,25,38.0,487,295,223,183,81,206,540,38.1,334,322,86,236,330,817,464,11
63, Newcastle Utd,eng Premier League,28,38.0,603,357,364,198,41,273,632,43.2,359,402,152,250,391,994,988,19
64, Nice,fr Ligue 1,31,28.0,471,279,246,180,45,212,516,41.1,304,280,81,199,343,814,480,13
65, Nîmes,fr Ligue 1,28,28.0,552,302,235,258,59,249,599,41.6,350,272,75,197,329,881,469,6
66, Norwich City,eng Premier League,30,38.0,628,379,359,210,59,267,700,38.1,433,453,171,282,397,1025,959,20
67, Osasuna,es La Liga,31,38.0,613,361,275,267,71,267,617,43.3,350,385,98,287,417,1030,738,19
68, Paderborn 07,de Bundesliga,27,34.0,632,400,354,221,57,301,722,41.7,421,435,111,324,364,996,747,9
69, Paris S-G,fr Ligue 1,31,27.0,484,295,191,220,73,191,473,40.4,282,258,57,201,255,739,303,13
70, Parma,it Serie A,25,38.0,615,348,329,228,58,282,708,39.8,426,423,177,246,394,1009,859,14
71, RB Leipzig,de Bundesliga,29,34.0,616,361,280,251,85,258,624,41.3,366,397,86,311,364,980,610,16
72, Real Madrid,es La Liga,26,38.0,586,355,252,253,81,226,595,38.0,369,367,77,290,381,967,590,13
73, Real Sociedad,es La Liga,27,38.0,551,321,254,224,73,252,573,44.0,321,346,79,267,320,871,694,12
74, Reims,fr Ligue 1,26,28.0,490,324,259,185,46,184,401,45.9,217,228,72,156,325,815,514,8
75, Rennes,fr Ligue 1,26,28.0,501,296,251,205,45,218,533,40.9,315,277,96,181,272,773,594,7
76, Roma,it Serie A,31,38.0,493,303,202,203,88,197,503,39.2,306,347,107,240,400,893,644,15
77, Saint-Étienne,fr Ligue 1,31,28.0,512,318,212,238,62,219,508,43.1,289,267,63,204,376,888,478,15
78, Sampdoria,it Serie A,31,38.0,584,354,267,224,93,230,605,38.0,375,397,116,281,396,980,778,5
79, Sassuolo,it Serie A,31,38.0,553,332,273,211,69,249,556,44.8,307,392,130,262,348,901,666,9
80, Schalke 04,de Bundesliga,29,34.0,589,361,268,242,79,255,625,40.8,370,474,118,356,407,996,656,15
81, Sevilla,es La Liga,26,38.0,587,344,274,246,67,261,661,39.5,400,331,94,237,346,933,704,10
82, Sheffield Utd,eng Premier League,26,38.0,611,377,304,229,78,261,646,40.4,385,336,106,230,420,1031,931,16
83, Southampton,eng Premier League,25,38.0,706,416,325,287,94,324,793,40.9,469,488,124,364,425,1131,867,21
84, SPAL,it Serie A,34,38.0,554,327,299,197,58,222,571,38.9,349,390,170,220,394,948,748,15
85, Strasbourg,fr Ligue 1,25,27.0,472,293,234,193,45,189,403,46.9,214,198,51,147,301,773,436,11
86, Torino,it Serie A,27,38.0,572,314,266,236,70,212,549,38.6,337,433,160,273,495,1067,875,14
87, Tottenham,eng Premier League,29,38.0,665,415,331,281,53,253,681,37.2,428,441,148,293,381,1046,894,24
88, Toulouse,fr Ligue 1,30,28.0,549,346,270,227,52,220,508,43.3,288,252,77,175,320,869,592,13
