Rk,Squad,Comp,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA
11, vs Bayern Munich,de Bundesliga,29,34.0,10814,14425,75.0,195452,82516,4948,5827,84.9,4271,5186,82.4,1311,2483,52.8,41,32.5,29.0,+8.5,271,792,187,57,1028
12, vs Benevento,it Serie A,29,38.0,17253,20935,82.4,307344,101369,7571,8475,89.3,7286,8312,87.7,1892,2975,63.6,52,46.2,42.2,+5.8,365,1447,365,87,1804
13, vs Betis,es La Liga,25,38.0,13195,17225,76.6,238342,88037,5749,6650,86.5,5382,6418,83.9,1594,2970,53.7,31,30.1,29.1,+0.9,259,928,245,68,1311
14, vs Bologna,it Serie A,37,38.0,13987,18055,77.5,246193,91104,6350,7321,86.7,5701,6734,84.7,1502,2841,52.9,40,42.8,32.1,-2.8,404,1151,380,85,1577
15, vs Bordeaux,fr Ligue 1,28,38.0,15866,19657,80.7,282592,98267,7089,7927,89.4,6659,7697,86.5,1683,2997,56.2,37,37.6,36.1,-0.6,348,1266,262,69,1568
16, vs Brest,fr Ligue 1,26,38.0,16431,20261,81.1,293073,108704,7317,8223,89.0,6813,7830,87.0,1779,3080,57.8,43,37.2,38.3,+5.8,356,1443,296,74,1720
17, vs Brighton,eng Premier League,27,38.0,15268,19240,79.4,256988,89029,7274,8189,88.8,6040,7081,85.3,1385,2707,51.2,30,23.3,25.0,+6.7,264,1097,264,66,1302
18, vs Burnley,eng Premier League,25,38.0,16991,21670,78.4,285021,96838,8139,9265,87.8,6585,7792,84.5,1580,3182,49.7,47,42.5,37.7,+4.5,454,1151,402,83,1665
19, vs Cádiz,es La Liga,34,38.0,18990,23128,82.1,325229,109780,8929,9933,89.9,7698,8790,87.6,1736,2988,58.1,41,39.3,44.2,+1.7,340,1523,367,100,1881
20, vs Cagliari,it Serie A,32,38.0,17136,20838,82.2,308580,107013,7398,8254,89.6,7249,8225,88.1,1968,3174,62.0,45,46.9,39.9,-1.9,409,1300,394,94,1631
21, vs Celta Vigo,es La Liga,30,38.0,12833,16949,75.7,234551,90752,5767,6732,85.7,4864,5911,82.3,1703,3093,55.1,37,35.7,33.2,+1.3,285,965,248,79,1249
22, vs Chelsea,eng Premier League,27,38.0,12794,16703,76.6,221196,80474,5957,6857,86.9,5039,6036,83.5,1311,2614,50.2,26,20.2,19.6,+5.8,241,860,188,32,1062
23, vs Crotone,it Serie A,31,38.0,16340,20121,81.2,289160,100650,7450,8306,89.7,6506,7545,86.2,1856,3072,60.4,68,52.4,39.8,+15.6,454,1315,342,83,1680
24, vs Crystal Palace,eng Premier League,24,38.0,19019,23089,82.4,325965,104917,8788,9789,89.8,7498,8536,87.8,1917,3121,61.4,47,42.7,37.4,+4.3,401,1457,389,113,1807
25, vs Dijon,fr Ligue 1,33,38.0,16969,20912,81.1,306005,108281,7446,8364,89.0,7228,8349,86.6,1892,3205,59.0,44,48.0,42.3,-4.0,391,1225,327,103,1693
26, vs Dortmund,de Bundesliga,26,34.0,11643,15088,77.2,207362,78200,5148,5974,86.2,4826,5746,84.0,1289,2389,54.0,33,26.7,28.0,+6.3,275,787,212,60,1113
27, vs Eibar,es La Liga,30,38.0,12572,17650,71.2,235599,96981,5489,6648,82.6,4928,6296,78.3,1719,3524,48.8,40,35.2,26.3,+4.8,264,842,230,62,1056
28, vs Eint Frankfurt,de Bundesliga,25,34.0,11768,15827,74.4,215957,89114,5032,5945,84.6,4812,5905,81.5,1519,2887,52.6,40,33.3,34.7,+6.7,329,895,248,65,1251
29, vs Elche,es La Liga,30,38.0,15677,19231,81.5,280806,94333,6905,7792,88.6,6609,7543,87.6,1700,2817,60.3,43,44.0,42.8,-1.0,369,1247,346,84,1646
30, vs Everton,eng Premier League,29,38.0,17667,21555,82.0,296851,101275,8437,9335,90.4,7182,8211,87.5,1488,2758,54.0,33,33.8,29.0,-0.8,367,1264,313,59,1664
31, vs Fiorentina,it Serie A,30,38.0,16140,19765,81.7,283269,95682,7197,8103,88.8,6843,7848,87.2,1624,2761,58.8,39,43.2,34.8,-4.2,339,1166,286,71,1491
32, vs Freiburg,de Bundesliga,24,34.0,14286,17984,79.4,259656,94014,6033,6925,87.1,6416,7422,86.4,1495,2698,55.4,35,36.0,40.4,-1.0,382,1038,244,81,1269
33, vs Fulham,eng Premier League,28,38.0,15762,20041,78.6,280391,92136,6859,7867,87.2,6751,7825,86.3,1645,3103,53.0,34,37.4,33.9,-3.4,302,1150,268,82,1327
34, vs Genoa,it Serie A,34,38.0,18018,22063,81.7,324550,110134,7816,8874,88.1,7685,8822,87.1,2064,3228,63.9,40,43.7,39.3,-3.7,406,1383,348,83,1796
35, vs Getafe,es La Liga,31,38.0,14007,18783,74.6,254282,98526,6282,7408,84.8,5491,6728,81.6,1739,3372,51.6,26,25.8,23.2,+0.2,223,935,204,58,1195
36, vs Granada,es La Liga,34,38.0,15039,19293,78.0,268348,97780,6817,7821,87.2,5922,7064,83.8,1751,3151,55.6,41,38.2,36.5,+2.8,363,1126,324,96,1449
37, vs Hellas Verona,it Serie A,32,38.0,13153,17584,74.8,236703,96247,5875,6988,84.1,5335,6567,81.2,1582,3092,51.2,31,32.6,31.7,-1.6,381,1065,284,80,1263
38, vs Hertha BSC,de Bundesliga,32,34.0,12941,16634,77.8,232092,88702,5644,6558,86.1,5448,6436,84.6,1445,2597,55.6,35,32.9,38.2,+2.1,321,1037,300,77,1403
39, vs Hoffenheim,de Bundesliga,30,34.0,13485,17328,77.8,246356,90902,5746,6657,86.3,5735,6780,84.6,1614,2804,57.6,38,36.6,37.5,+1.4,290,938,264,63,1344
40, vs Huesca,es La Liga,27,38.0,15345,19260,79.7,275541,98959,6856,7746,88.5,6086,7054,86.3,1842,3242,56.8,37,35.9,32.8,+1.1,324,1211,298,93,1447
41, vs Inter,it Serie A,25,38.0,16623,19839,83.8,291963,92665,7618,8362,91.1,6878,7716,89.1,1735,2771,62.6,19,25.7,25.6,-6.7,298,1172,243,78,1279
42, vs Juventus,it Serie A,30,38.0,14407,17590,81.9,248758,88166,6912,7665,90.2,5569,6456,86.3,1512,2503,60.4,21,25.0,24.2,-4.0,315,1142,270,78,1355
43, vs Köln,de Bundesliga,28,34.0,14912,18677,79.8,275186,99865,6059,6994,86.6,6785,7803,87.0,1683,2839,59.3,43,38.9,40.1,+4.1,321,1084,257,72,1482
44, vs Lazio,it Serie A,30,38.0,14738,18534,79.5,265774,93729,6493,7369,88.1,6147,7163,85.8,1723,2959,58.2,33,28.6,25.5,+4.4,303,1117,244,67,1325
45, vs Leeds United,eng Premier League,23,38.0,11293,15291,73.9,188301,85040,5672,6628,85.6,3968,4993,79.5,1131,2498,45.3,36,39.3,30.7,-3.3,422,864,277,36,1201
46, vs Leicester City,eng Premier League,27,38.0,13803,17998,76.7,243608,83750,6134,7146,85.8,5785,6853,84.4,1440,2807,51.3,29,33.0,30.7,-4.0,277,984,267,64,1254
47, vs Lens,fr Ligue 1,27,38.0,14243,18286,77.9,257715,95950,6234,7200,86.6,5933,7010,84.6,1656,3027,54.7,25,27.7,26.8,-2.7,278,1030,215,56,1214
48, vs Levante,es La Liga,29,38.0,13050,16963,76.9,238458,89665,5776,6635,87.1,5181,6171,84.0,1627,3057,53.2,42,39.9,33.1,+2.1,355,966,305,80,1298
49, vs Leverkusen,de Bundesliga,30,34.0,10912,14689,74.3,203775,84282,4506,5371,83.9,4819,5837,82.6,1316,2595,50.7,27,28.7,28.2,-1.7,250,774,208,56,1033
50, vs Lille,fr Ligue 1,21,38.0,14859,18810,79.0,271281,97669,6344,7285,87.1,6419,7470,85.9,1722,3095,55.6,17,22.5,20.6,-5.5,245,886,181,60,1258
51, vs Liverpool,eng Premier League,28,38.0,11888,15987,74.4,211717,83732,5448,6343,85.9,4442,5433,81.8,1470,2956,49.7,29,27.1,19.3,+1.9,240,789,198,55,972
52, vs Lorient,fr Ligue 1,27,38.0,17386,21369,81.4,314083,110006,7602,8565,88.8,7446,8536,87.2,1918,3245,59.1,44,33.8,32.4,+10.2,342,1316,295,68,1577
53, vs Lyon,fr Ligue 1,29,38.0,13968,17704,78.9,244930,91642,6463,7269,88.9,5567,6578,84.6,1506,2818,53.4,24,25.1,23.5,-1.1,321,960,211,72,1194
54, vs M'Gladbach,de Bundesliga,23,34.0,13907,17721,78.5,252111,90887,5819,6750,86.2,6268,7275,86.2,1467,2681,54.7,44,31.3,32.3,+12.7,339,982,245,77,1270
55, vs Mainz 05,de Bundesliga,31,34.0,16142,20270,79.6,300422,107385,6424,7425,86.5,7298,8467,86.2,1967,3244,60.6,35,37.6,40.1,-2.6,344,1195,269,82,1510
56, vs Manchester City,eng Premier League,24,38.0,12270,15654,78.4,210049,76181,5835,6612,88.2,4783,5559,86.0,1198,2471,48.5,17,15.0,14.9,+2.0,200,707,180,43,850
57, vs Manchester Utd,eng Premier League,29,38.0,14217,18081,78.6,248094,86185,6334,7157,88.5,6059,6998,86.6,1350,2750,49.1,28,28.7,23.7,-0.7,314,983,241,58,1229
58, vs Marseille,fr Ligue 1,31,38.0,13749,17666,77.8,244596,90061,6149,7040,87.3,5731,6788,84.4,1469,2797,52.5,36,35.1,29.2,+0.9,332,1059,252,90,1329
59, vs Metz,fr Ligue 1,27,38.0,16391,20494,80.0,289574,110994,7370,8361,88.1,6887,8070,85.3,1699,2998,56.7,25,30.7,32.5,-5.7,337,1212,257,60,1572
60, vs Milan,it Serie A,29,38.0,14481,18132,79.9,257047,98240,6545,7439,88.0,5803,6777,85.6,1631,2752,59.3,26,33.3,28.4,-7.3,346,1196,308,76,1533
61, vs Monaco,fr Ligue 1,30,38.0,13479,17419,77.4,243301,90813,6029,7009,86.0,5464,6439,84.9,1598,2958,54.0,25,23.0,21.7,+2.0,233,906,168,66,1181
62, vs Montpellier,fr Ligue 1,25,38.0,16330,20043,81.5,292876,106626,7229,8158,88.6,6941,7937,87.5,1771,2996,59.1,39,45.2,43.5,-6.2,421,1339,320,92,1719
63, vs Nantes,fr Ligue 1,25,38.0,17200,21456,80.2,311492,111409,7442,8432,88.3,7318,8483,86.3,1966,3398,57.9,29,33.9,32.6,-4.9,323,1262,285,81,1597
64, vs Napoli,it Serie A,25,38.0,14839,18101,82.0,272618,94152,6066,6827,88.9,6831,7634,89.5,1616,2700,59.9,26,27.7,24.9,-1.7,285,964,242,77,1324
65, vs Newcastle Utd,eng Premier League,27,38.0,19529,23488,83.1,331914,107230,9151,10102,90.6,7970,9045,88.1,1779,3027,58.8,41,40.5,38.1,+0.5,435,1562,377,82,1771
66, vs Nice,fr Ligue 1,31,38.0,14737,18253,80.7,268611,96550,6472,7254,89.2,6161,7095,86.8,1744,2954,59.0,28,37.2,33.5,-9.2,367,1133,269,77,1380
67, vs Nîmes,fr Ligue 1,33,38.0,17110,21162,80.9,306006,108080,7596,8598,88.3,7254,8311,87.3,1800,3088,58.3,52,46.6,44.5,+5.4,387,1421,325,117,1771
68, vs Osasuna,es La Liga,28,38.0,15379,20219,76.1,268013,95911,7198,8271,87.0,5912,7233,81.7,1696,3425,49.5,31,33.2,35.8,-2.2,322,1070,321,89,1525
69, vs Paris S-G,fr Ligue 1,33,38.0,12123,15345,79.0,215387,82641,5739,6446,89.0,4505,5306,84.9,1485,2647,56.1,17,30.0,26.3,-13.0,289,754,197,48,1067
70, vs Parma,it Serie A,42,38.0,16664,20320,82.0,292089,100172,7450,8351,89.2,7032,8021,87.7,1694,2789,60.7,62,46.6,38.5,+15.4,399,1398,347,99,1757
71, vs RB Leipzig,de Bundesliga,25,34.0,10611,14505,73.2,196625,78812,4411,5377,82.0,4612,5588,82.5,1281,2592,49.4,27,21.7,23.0,+5.3,192,634,168,50,873
72, vs Real Madrid,es La Liga,30,38.0,13187,16672,79.1,231875,87915,6262,7020,89.2,4926,5792,85.0,1484,2710,54.8,17,24.4,24.5,-7.4,269,956,250,85,1157
73, vs Real Sociedad,es La Liga,30,38.0,11867,15816,75.0,219009,82039,5271,6122,86.1,4510,5447,82.8,1613,3088,52.2,24,26.1,25.4,-2.1,251,805,213,65,1011
74, vs Reims,fr Ligue 1,29,38.0,17443,21250,82.1,305302,105372,7821,8748,89.4,7391,8463,87.3,1685,2897,58.2,34,40.7,40.1,-6.7,375,1297,291,81,1628
75, vs Rennes,fr Ligue 1,32,38.0,12782,16512,77.4,228308,84558,5750,6524,88.1,5181,6148,84.3,1419,2789,50.9,30,26.5,24.9,+3.5,261,859,200,63,1188
76, vs Roma,it Serie A,31,38.0,15055,18427,81.7,263823,92491,6811,7582,89.8,6285,7132,88.1,1513,2589,58.4,36,30.5,26.9,+5.5,281,907,256,57,1126
77, vs Saint-Étienne,fr Ligue 1,40,38.0,14836,19010,78.0,268718,98133,6484,7432,87.2,6348,7525,84.4,1639,3038,53.9,34,32.5,31.0,+1.5,292,1162,231,60,1504
78, vs Sampdoria,it Serie A,27,38.0,17299,21424,80.7,299525,105787,8058,9011,89.4,7011,8126,86.3,1730,3008,57.5,35,35.8,32.0,-0.8,370,1301,340,100,1638
79, vs Sassuolo,it Serie A,28,38.0,12070,15458,78.1,219907,85513,5424,6178,87.8,4852,5770,84.1,1482,2634,56.3,46,41.4,34.8,+4.6,406,943,315,85,1250
80, vs Schalke 04,de Bundesliga,42,34.0,14720,18465,79.7,264074,93050,6345,7265,87.3,6244,7257,86.0,1679,2805,59.9,65,51.6,49.0,+13.4,434,1124,332,92,1480
81, vs Sevilla,es La Liga,26,38.0,11221,14857,75.5,203283,81513,5104,5905,86.4,4222,5116,82.5,1428,2771,51.5,20,22.5,21.7,-2.5,244,839,209,62,1103
82, vs Sheffield Utd,eng Premier League,27,38.0,18988,23109,82.2,332024,108633,8549,9548,89.5,7891,8978,87.9,1931,3231,59.8,45,45.0,38.5,0.0,415,1211,322,62,1606
83, vs Southampton,eng Premier League,29,38.0,13758,18167,75.7,242975,90628,6165,7308,84.4,5661,6801,83.2,1460,2755,53.0,44,34.6,30.0,+9.4,316,1025,297,63,1407
84, vs Spezia,it Serie A,35,38.0,14232,18161,78.4,260293,94380,6043,6935,87.1,6270,7242,86.6,1607,2969,54.1,50,44.4,35.6,+5.6,314,961,271,67,1327
85, vs Strasbourg,fr Ligue 1,26,38.0,16696,20605,81.0,291850,106931,7550,8562,88.2,6971,8025,86.9,1664,2874,57.9,38,35.1,33.8,+2.9,295,1248,252,70,1578
86, vs Stuttgart,de Bundesliga,29,34.0,12966,16812,77.1,238489,91302,5416,6293,86.1,5719,6771,84.5,1495,2844,52.6,38,35.9,38.1,+2.1,337,965,327,84,1291
87, vs Torino,it Serie A,29,38.0,15621,19345,80.7,283942,99606,6803,7719,88.1,6615,7615,86.9,1848,3011,61.4,48,41.5,32.7,+6.5,369,1190,337,100,1562
88, vs Tottenham,eng Premier League,24,38.0,15362,19385,79.2,259562,90518,7308,8243,88.7,6007,7044,85.3,1461,2785,52.5,24,31.8,31.9,-7.8,376,1138,345,77,1514
89, vs Udinese,it Serie A,33,38.0,16888,20420,82.7,304427,100722,7358,8189,89.9,7144,8163,87.5,1952,2977,65.6,35,32.9,30.3,+2.1,337,1380,310,77,1684
90, vs Union Berlin,de Bundesliga,27,34.0,15603,19632,79.5,282942,98213,6539,7572,86.4,6969,8061,86.5,1699,2969,57.2,31,31.1,31.6,-0.1,278,1049,216,52,1373
91, vs Valencia,es La Liga,30,38.0,15047,18941,79.4,264085,91502,7083,7920,89.4,5712,6772,84.3,1694,3074,55.1,29,33.8,37.1,-4.8,392,1295,342,91,1644
92, vs Valladolid,es La Liga,32,38.0,14587,18827,77.5,263843,100052,6525,7550,86.4,5667,6782,83.6,1826,3220,56.7,44,38.3,37.0,+5.7,346,1153,326,94,1549
93, vs Villarreal,es La Liga,29,38.0,13685,17408,78.6,241512,86192,6311,7095,88.9,5245,6202,84.6,1561,2877,54.3,25,26.2,27.2,-1.2,290,956,273,106,1227
94, vs Werder Bremen,de Bundesliga,27,34.0,15964,19910,80.2,286794,99296,6845,7858,87.1,6859,7934,86.5,1786,2945,60.6,41,38.9,40.9,+2.1,351,1296,301,96,1529
95, vs West Brom,eng Premier League,30,38.0,18892,23277,81.2,316702,107899,9018,10152,88.8,7663,8828,86.8,1599,2948,54.2,52,44.1,42.0,+7.9,452,1470,395,84,1802
96, vs West Ham,eng Premier League,24,38.0,18302,22463,81.5,304474,101522,8776,9741,90.1,7354,8481,86.7,1485,2815,52.8,34,36.6,32.8,-2.6,359,1427,353,83,1698
97, vs Wolfsburg,de Bundesliga,26,34.0,12302,16502,74.5,226381,91149,5196,6222,83.5,5231,6382,82.0,1500,2759,54.4,27,29.0,29.7,-2.0,259,931,238,76,1197
98, vs Wolves,eng Premier League,27,38.0,16265,19966,81.5,278356,95675,7713,8610,89.6,6476,7483,86.5,1534,2713,56.5,34,31.1,30.4,+2.9,326,1166,324,71,1574
1, vs Alavés,es La Liga,33,38.0,15404,19908,77.4,272347,102045,7074,8103,87.3,5979,7189,83.2,1768,3310,53.4,48,42.0,47.0,+6.0,384,1127,342,92,1568
2, vs Angers,fr Ligue 1,30,38.0,16296,20089,81.1,293463,101206,7274,8222,88.5,6606,7616,86.7,1928,3137,61.5,36,37.6,36.0,-1.6,324,1243,252,81,1615
3, vs Arminia,de Bundesliga,26,34.0,15867,20046,79.2,286424,107306,6804,7870,86.5,6982,8124,85.9,1685,2972,56.7,34,47.1,56.2,-13.1,392,1102,370,109,1559
4, vs Arsenal,eng Premier League,27,38.0,14226,18005,79.0,245457,86660,6562,7418,88.5,5816,6793,85.6,1365,2710,50.4,33,33.3,27.7,-0.3,316,996,255,71,1191
5, vs Aston Villa,eng Premier League,31,38.0,15222,19079,79.8,275493,94504,6575,7465,88.1,6449,7500,86.0,1718,2960,58.0,35,33.7,30.1,+1.3,348,1094,276,61,1514
6, vs Atalanta,it Serie A,32,38.0,13368,17503,76.4,240357,96471,6038,7014,86.1,5388,6478,83.2,1560,2901,53.8,29,32.0,23.8,-3.0,287,969,221,61,1122
7, vs Athletic Club,es La Liga,26,38.0,14696,18950,77.6,278283,100413,6260,7140,87.7,5962,7115,83.8,2048,3642,56.2,26,27.7,31.5,-1.7,332,1026,253,82,1379
8, vs Atlético Madrid,es La Liga,26,38.0,14882,18803,79.1,269373,93187,6571,7450,88.2,6101,7135,85.5,1763,3155,55.9,28,20.8,21.6,+7.2,250,1068,187,47,1320
9, vs Augsburg,de Bundesliga,26,34.0,14770,18679,79.1,266770,100941,6244,7261,86.0,6511,7603,85.6,1608,2778,57.9,40,43.3,44.0,-3.3,353,1112,313,72,1537
10, vs Barcelona,es La Liga,38,38.0,10460,13908,75.2,191240,80066,4733,5441,87.0,3959,4789,82.7,1381,2671,51.7,27,24.7,23.3,+2.3,265,750,214,60,938
11, vs Bayern Munich,de Bundesliga,30,34.0,9519,13089,72.7,171409,76219,4271,5131,83.2,3665,4548,80.6,1194,2385,50.1,28,29.0,29.6,-1.0,219,645,193,48,918
12, vs Betis,es La Liga,31,38.0,13052,16934,77.1,232630,89082,5986,6800,88.0,5058,6097,83.0,1531,2849,53.7,29,30.2,31.0,-1.2,308,1011,253,79,1375
13, vs Bochum,de Bundesliga,28,34.0,12790,16907,75.6,227291,92816,5654,6564,86.1,5423,6603,82.1,1325,2693,49.2,34,41.7,41.2,-7.7,350,1033,300,65,1406
14, vs Bologna,it Serie A,36,38.0,14275,17994,79.3,250698,89430,6556,7471,87.8,5582,6604,84.5,1627,2789,58.3,32,35.9,35.3,-3.9,396,1245,312,83,1454
15, vs Bordeaux,fr Ligue 1,39,38.0,15514,19419,79.9,272151,98830,7117,8113,87.7,6361,7461,85.3,1591,2794,56.9,65,48.0,36.3,+17.0,398,1230,286,74,1648
16, vs Brentford,eng Premier League,29,38.0,15770,20238,77.9,263462,90458,7861,8970,87.6,5946,7075,84.0,1434,2945,48.7,41,34.7,32.3,+6.3,359,1331,339,101,1523
17, vs Brest,fr Ligue 1,25,38.0,17707,21518,82.3,312102,110371,7633,8629,88.5,7913,8931,88.6,1655,2823,58.6,41,43.2,42.2,-2.2,387,1300,325,89,1813
18, vs Brighton,eng Premier League,26,38.0,13304,17380,76.5,231327,84959,6148,7119,86.4,5425,6514,83.3,1321,2648,49.9,34,30.0,25.7,+4.0,342,996,255,58,1263
19, vs Burnley,eng Premier League,23,38.0,16821,21508,78.2,288649,99233,8023,9188,87.3,6678,7936,84.1,1592,3140,50.7,36,40.7,35.7,-4.7,459,1221,407,83,1711
20, vs Cádiz,es La Liga,33,38.0,16729,20783,80.5,292201,107898,7875,8901,88.5,6714,7838,85.7,1663,2923,56.9,31,30.4,35.0,+0.6,357,1481,336,92,1805
21, vs Cagliari,it Serie A,33,38.0,15763,19924,79.1,276729,102189,7231,8273,87.4,6483,7634,84.9,1621,2904,55.8,41,43.6,39.8,-2.6,396,1173,382,88,1597
22, vs Celta Vigo,es La Liga,25,38.0,12362,16708,74.0,227784,91488,5369,6407,83.8,4961,6088,81.5,1613,3048,52.9,29,28.7,27.2,+0.3,293,989,257,80,1251
23, vs Chelsea,eng Premier League,26,38.0,11678,15424,75.7,201519,77479,5484,6336,86.6,4597,5508,83.5,1187,2493,47.6,20,21.7,21.0,-1.7,232,830,209,60,1004
24, vs Clermont Foot,fr Ligue 1,28,38.0,15954,19625,81.3,290194,98961,6705,7602,88.2,7105,8113,87.6,1717,2922,58.8,44,38.6,36.6,+5.4,348,1182,265,76,1448
25, vs Crystal Palace,eng Premier League,24,38.0,14264,18471,77.2,250760,90242,6523,7559,86.3,5776,6884,83.9,1503,2862,52.5,30,28.3,29.8,+1.7,304,1193,287,74,1402
26, vs Dortmund,de Bundesliga,33,34.0,10982,14551,75.5,202700,79392,4653,5455,85.3,4738,5649,83.9,1326,2589,51.2,32,31.5,33.3,+0.5,258,788,230,62,1056
27, vs Eint Frankfurt,de Bundesliga,27,34.0,13117,17401,75.4,237467,94128,5571,6627,84.1,5620,6778,82.9,1513,2850,53.1,33,33.3,43.3,-0.3,319,891,299,86,1236
28, vs Elche,es La Liga,28,38.0,14329,18212,78.7,256254,92494,6340,7186,88.2,5813,6829,85.1,1633,2988,54.7,41,41.7,38.2,-0.7,372,1095,327,109,1477
29, vs Empoli,it Serie A,28,38.0,14955,18693,80.0,270778,103998,6818,7698,88.6,5689,6745,84.3,1970,3134,62.9,44,48.2,51.7,-4.2,523,1209,418,107,1678
30, vs Espanyol,es La Liga,34,38.0,15516,19314,80.3,275016,98608,7112,7983,89.1,6148,7212,85.2,1748,2957,59.1,39,36.7,43.5,+2.3,367,1282,378,102,1705
31, vs Everton,eng Premier League,33,38.0,18019,22270,80.9,314878,107051,8044,9158,87.8,7922,9036,87.7,1610,2872,56.1,46,41.8,36.2,+4.2,372,1448,329,74,1799
32, vs Fiorentina,it Serie A,28,38.0,11993,15395,77.9,211718,82263,5399,6137,88.0,4923,5761,85.5,1264,2443,51.7,33,30.3,22.6,+2.7,261,714,198,53,979
33, vs Freiburg,de Bundesliga,26,34.0,12623,16596,76.1,232846,88648,5266,6303,83.5,5575,6687,83.4,1462,2745,53.3,35,33.2,39.8,+1.8,363,947,281,77,1123
34, vs Genoa,it Serie A,40,38.0,15866,20272,78.3,290094,105055,6924,8090,85.6,6679,7878,84.8,1900,3139,60.5,35,38.7,38.3,-3.7,388,1165,338,79,1572
35, vs Getafe,es La Liga,31,38.0,16725,21156,79.1,307501,104030,7102,8082,87.9,6938,8090,85.8,2111,3622,58.3,30,27.4,29.1,+2.6,299,1096,270,78,1521
36, vs Granada,es La Liga,32,38.0,14611,18856,77.5,263943,98808,6498,7472,87.0,5971,7050,84.7,1731,3199,54.1,46,44.6,41.8,+1.4,426,1217,347,111,1611
37, vs Greuther Fürth,de Bundesliga,29,34.0,14382,18256,78.8,265804,102041,5927,6936,85.5,6346,7396,85.8,1721,2866,60.0,56,42.4,47.9,+13.6,380,1106,350,104,1501
38, vs Hellas Verona,it Serie A,31,38.0,12510,17056,73.3,224821,92542,5616,6705,83.8,4959,6187,80.2,1503,3030,49.6,38,35.5,28.6,+2.5,350,983,282,94,1159
39, vs Hertha BSC,de Bundesliga,36,34.0,14462,18324,78.9,262084,95707,6143,7079,86.8,6311,7321,86.2,1610,2821,57.1,44,36.9,47.7,+7.1,332,1130,310,85,1500
40, vs Hoffenheim,de Bundesliga,32,34.0,12393,16045,77.2,227336,89547,5166,5945,86.9,5365,6337,84.7,1458,2643,55.2,46,40.4,35.9,+5.6,310,830,225,69,1073
41, vs Inter,it Serie A,27,38.0,13450,16669,80.7,238181,85007,6154,6960,88.4,5370,6191,86.7,1535,2614,58.7,19,25.5,23.9,-6.5,298,856,227,63,1095
42, vs Juventus,it Serie A,32,38.0,15048,18611,80.9,259034,89304,7164,8073,88.7,5986,6954,86.1,1453,2545,57.1,21,24.3,26.4,-3.3,337,1213,288,81,1471
43, vs Köln,de Bundesliga,26,34.0,10051,14126,71.2,186990,83646,4315,5284,81.7,3964,5009,79.1,1394,2751,50.7,38,39.2,38.5,-1.2,305,768,222,60,1085
44, vs Lazio,it Serie A,27,38.0,15276,18668,81.8,278250,92944,6571,7369,89.2,6643,7517,88.4,1698,2822,60.2,40,34.3,30.1,+5.7,347,954,308,88,1293
45, vs Leeds United,eng Premier League,29,38.0,13019,17052,76.3,231597,94507,5810,6807,85.4,5455,6544,83.4,1383,2657,52.1,59,48.5,38.0,+10.5,436,1003,309,58,1359
46, vs Leicester City,eng Premier League,28,38.0,14828,18823,78.8,262901,92485,6675,7635,87.4,6259,7300,85.7,1512,2798,54.0,36,39.8,38.1,-3.8,415,1210,342,77,1496
47, vs Lens,fr Ligue 1,28,38.0,15865,19558,81.1,277339,96470,7158,8048,88.9,6615,7570,87.4,1584,2855,55.5,31,28.8,30.0,+2.2,300,1071,242,56,1332
48, vs Levante,es La Liga,31,38.0,14699,18611,79.0,255582,93473,7006,7884,88.9,5539,6557,84.5,1615,3015,53.6,59,41.2,41.1,+17.8,393,1056,300,69,1448
49, vs Leverkusen,de Bundesliga,29,34.0,12236,15822,77.3,216996,87410,5495,6366,86.3,5111,6099,83.8,1283,2409,53.3,25,28.8,34.4,-3.8,336,964,259,64,1288
50, vs Lille,fr Ligue 1,26,38.0,14511,18332,79.2,260122,94606,6441,7368,87.4,6079,7108,85.5,1573,2892,54.4,24,24.0,28.0,0.0,319,1037,250,62,1476
51, vs Liverpool,eng Premier League,27,38.0,11072,15214,72.8,197409,78984,5182,6086,85.1,4238,5248,80.8,1287,2809,45.8,18,27.5,24.0,-9.5,227,750,199,51,912
52, vs Lorient,fr Ligue 1,29,38.0,17424,21134,82.4,303557,106267,7964,8961,88.9,7033,8038,87.5,1787,2888,61.9,39,34.3,39.6,+4.7,348,1296,289,94,1625
53, vs Lyon,fr Ligue 1,30,38.0,12959,16600,78.1,227412,89776,6027,6920,87.1,4967,5940,83.6,1446,2577,56.1,30,39.1,32.7,-9.1,342,984,256,70,1321
54, vs M'Gladbach,de Bundesliga,26,34.0,11762,15346,76.6,212087,82572,5109,5971,85.6,4993,5889,84.8,1327,2489,53.3,46,39.4,38.7,+6.6,333,826,240,70,1193
55, vs Mainz 05,de Bundesliga,28,34.0,13243,17406,76.1,242035,87905,5557,6563,84.7,5703,6833,83.5,1559,2925,53.3,32,29.4,31.4,+2.6,269,900,215,63,1190
56, vs Mallorca,es La Liga,33,38.0,14388,18463,77.9,256615,94635,6448,7397,87.2,5850,6917,84.6,1606,3001,53.5,40,33.8,36.9,+6.2,329,1078,316,107,1379
57, vs Manchester City,eng Premier League,26,38.0,9984,13251,75.3,181301,71712,4365,5046,86.5,4222,4971,84.9,1104,2399,46.0,23,19.0,17.4,+4.0,182,590,151,35,757
